19061090-38b8-4b39-b558-46a410955b10	App\\Notifications\\TaskAssignedNotification	App\\Models\\User	18	{"title":"New task assigned","message":"You were assigned to task: \\u0110\\u1ecdc v\\u00e0 t\\u00ecm hi\\u1ec3u dataset.","url":"https:\\/\\/qhorizonpm.onrender.com\\/tasks\\/26","task_id":26,"type":"task"}	\N	2026-03-17 10:46:08	2026-03-17 10:46:08
818e8d36-6171-4d66-9e41-d343c2e3e3c1	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	3	{"title":"New message from Nguy\\u1ec5n B\\u00e1 Duy","message":"hehe","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/2","type":"message"}	2026-02-16 04:29:01	2026-02-16 04:28:47	2026-02-16 04:29:01
4744a23c-cdf8-4030-a03c-9c3ff800ade1	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	3	{"title":"New message from Nguy\\u1ec5n B\\u00e1 Duy","message":"G\\u00ec th\\u1ebf b\\u1ea1n u\\u1ea7y n\\u00f3 hi\\u1ec7n typing th\\u1eadt k\\u00eca","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/2","type":"message"}	2026-02-16 04:29:01	2026-02-16 04:28:38	2026-02-16 04:29:01
5cb99be1-34ef-4ffe-9047-784dd2bb9a53	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	2	{"title":"New message from Nguy\\u1ec5n V\\u0103n A","message":"Hello","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/3","type":"message"}	2026-02-16 04:29:09	2026-02-16 04:28:16	2026-02-16 04:29:09
dfdd57c6-2199-4569-a1e8-38da546c4537	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	2	{"title":"New message from Nguy\\u1ec5n V\\u0103n A","message":"Ch\\u00e0o b\\u1ea1n","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/3","type":"message"}	2026-02-16 04:29:09	2026-02-16 04:27:04	2026-02-16 04:29:09
945f67c6-db13-4cca-91ae-930b077aa8c9	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	19	{"title":"New message from Tr\\u1ea7n M\\u1ef9 Anh","message":"xin ch\\u00e0o duyyy \\u00f3","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/16","type":"message"}	\N	2026-03-17 21:21:12	2026-03-17 21:21:12
1f3da9fa-b338-414b-ac80-9acdd5212448	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	18	{"title":"New group message in Nh\\u00f3m B\\u1ea5t B\\u1ea1i","message":"Nguy\\u1ec5n B\\u00e1 Duy (AD): hello","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/group\\/6","type":"message"}	\N	2026-02-26 17:40:16	2026-02-26 17:40:16
e62ab52f-5f66-4ddc-8276-a6a9a63701c2	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	4	{"title":"New message from Nguy\\u1ec5n B\\u00e1 Duy (AD)","message":"=))","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/1","type":"message"}	\N	2026-02-16 04:44:21	2026-02-16 04:44:21
3952205e-a2cf-4ab8-b69a-9eb401f2deed	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	4	{"title":"New message from Nguy\\u1ec5n B\\u00e1 Duy (AD)","message":"th\\u1ea5y r\\u1ed3i","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/1","type":"message"}	\N	2026-02-16 04:44:25	2026-02-16 04:44:25
e1270ec1-4b8c-452c-bb2a-eb5115622a11	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	4	{"title":"New message from Nguy\\u1ec5n B\\u00e1 Duy (AD)","message":"hehehe","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/1","type":"message"}	\N	2026-02-16 04:44:30	2026-02-16 04:44:30
8f1a5c7d-4c0f-4350-bc68-27df000cb3b9	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	4	{"title":"New message from Nguy\\u1ec5n B\\u00e1 Duy (AD)","message":"c\\u01b0\\u1eddi v \\u00f2","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/1","type":"message"}	\N	2026-02-16 04:48:14	2026-02-16 04:48:14
e953e417-a502-4b19-944d-c2d020e656cc	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	4	{"title":"New message from Nguy\\u1ec5n B\\u00e1 Duy (AD)","message":"nma lag \\u0111 ch\\u1ecbu \\u0111\\u01b0\\u1ee3c","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/1","type":"message"}	\N	2026-02-16 04:48:22	2026-02-16 04:48:22
e56c9cb2-8fea-4359-b7b7-44b8bba75725	App\\Notifications\\MessageReceivedNotification	App\\Models\\User	4	{"title":"New message from Nguy\\u1ec5n B\\u00e1 Duy (AD)","message":"c\\u00e1i tin nh\\u1eafn n\\u00e0y s\\u1ee3 thi\\u1ebfu ch\\u1ed7 n\\u00ean ph\\u1ea3i \\u0111\\u1ec3 t\\u1ef1 \\u0111\\u1ed9ng xo\\u00e1","url":"https:\\/\\/qhorizonpm.onrender.com\\/messenger\\/direct\\/1","type":"message"}	\N	2026-02-16 04:48:38	2026-02-16 04:48:38
